airportCode,airportName,cityCode,cityName,countryName,countryCode
GAU,Borjhar,GAU,Gawahati,India,IN
GAV,Gag Island,GAV,Gag Island,Indonesia,ID
GAW,Gangaw,GAW,Gangaw,Myanmar,MM
GAX,Gamba,GAX,Gamba,Gabon,GA
GAY,Gaya,GAY,Gaya,India,IN
GAZ,Guasopa,GAZ,Guasopa,Papua New Guinea,PG
GBA,Big Bay,GBA,Big Bay,Vanuatu,VU
GBB,Gara Djebilet,GBB,Gara Djebilet,Algeria,DZ
GBC,Gasuke,GBC,Gasuke,Papua New Guinea,PG
GBD,Great Bend,GBD,Great Bend,United States,US
GBE,Sir Seretse Khama Intl.,GBE,Gaborone,Botswana,BW
GBF,Negarbo,GBF,Negarbo,Papua New Guinea,PG
GBG,Galesburg,GBG,Galesburg,United States,US
GBH,Galbraith Lake,GBH,Galbraith Lake,United States,US
GBI,Kalaburagi Airport,GBI,Kalaburagi ,India,IN
GBJ,Les Bases,GBJ,Marie Galante,Guadeloupe,GP
GBK,Gbangbatok,GBK,Gbangbatok,Sierra Leone,SL
GBL,Goulburn Island,GBL,Goulburn Island,Australia,AU
GBM,Garbaharey,GBM,Garbaharey,Somalia,SO
GBN,San Giovanni Rotondo,GBN,San Giovanni Rotondo,Italy,IT
GBO,Baltimore Greenbelt T,GBO,Baltimore,United States,US
GBP,Gamboola,GBP,Gamboola,Australia,AU
GBQ,Muharraq,GBQ,Muharraq,Bahrain,BH
GBR,Walter J. Koladza Arpt.,GBR,Great Barrington,United States,US
GBS,Port Fitzroy,GBS,Port Fitzroy,New Zealand,NZ
GBT,Gorgan,GBT,Gorgan,Iran,IR
GBU,Khashm El Girba,GBU,Khashm El Girba,Sudan,SD
GBV,Gibb River,GBV,Gibb River,Australia,AU
GBZ,Great Barrier Island,GBZ,Great Barrier Island,New Zealand,NZ
GCA,Guacamaya,GCA,Guacamaya,Colombia,CO
GCC,Campbell County,GCC,Gillette,United States,US
GCI,Guernsey,GCI,Guernsey,United Kingdom,GB
GCJ,Grand Central,JNB,Johannesburg,South Africa,ZA
GCK,Garden City Municipal Arpt.,GCK,"Garden City, KS",United States,US
GCM,GRAND CAYMAN,GCM,Georgetown,Cayman Islands,KY
GCN,National Park,GCN,Grand Canyon,United States,US
GCV,Gravatai,GCV,Gravatai,Brazil,BR
GCY,Municipal,GCY,Greenville,United States,US
GDA,Gounda,GDA,Gounda,Central African Republic,CF
GDD,Gordon Downs,GDD,Gordon Downs,Australia,AU
GDE,Gode/Iddidole,GDE,Gode/Iddidole,Ethiopia,ET
GDG,Magdagachi,GDG,Magdagachi,Russian Federation,RU
GDH,Golden Horn Lodge SPB,GDH,"Golden Horn Lodge, Alaska",United States,US
GDI,Gordil,GDI,Gordil,Central African Republic,CF
GDJ,Gandajika,GDJ,Gandajika,Zaire,ZR
GDL,Don Miguel Hidalgo y Costilla Intl.,GDL,Guadalajara,Mexico,MX
GDM,Municipal,GDM,Gardner,United States,US
GDN,Lech Walesa,GDN,Gdansk,Poland,PL
GDO,Vare Maria,GDO,Guasdualito,Venezuela,VE
GDP,Guadalupe,GDP,Guadalupe,Brazil,BR
GDQ,Gondar,GDQ,Gondar,Ethiopia,ET
GDT,Grand Turk Is,GDT,Grand Turk Is,Turks and Caicos Islands,TC
GDV,Dawson Community,GDV,Glendive,United States,US
GDW,Gladwin,GDW,Gladwin,United States,US
GDX,Magadan,GDX,Magadan,Russian Federation,RU
GDZ,Gelendzik,GDZ,Gelendzik,Russian Federation,RU
GEA,Magenta,GEA,Noumea,New Caledonia,NC
GEB,Gebe,GEB,Gebe,Indonesia,ID
GEC,Gecitkale,GEC,Gecitkale,Cyprus,CY
GED,Sussex County,GED,Georgetown,United States,US
GEE,George Town,GEE,George Town,Tasmania,AU
GEF,Geva Airstrip,GEF,Geva,Solomon Islands,SB
GEG,Spokane Intl.,GEG,Spokane,United States,US
GEI,Green Islands,GEI,Green Islands,Papua New Guinea,PG
GEK,Ganes Creek,GEK,Ganes Creek,United States,US
GEL,Sepe Tiaraju,GEL,Santo Angelo,Brazil,BR
GEO,Cheddi Jagan Intl.,GEO,Georgetown,Guyana,GY
GER,Rafael Cabrera,GER,Nueva Gerona,Cuba,CU
GES,General Santos Intl.,GES,General Santos,Philippines,PH
GET,Geraldton,GET,Geraldton,Australia,AU
GEV,Gallivare,GEV,Gallivare,Sweden,SE
GEW,Gewoia,GEW,Gewoia,Papua New Guinea,PG
GEX,Geelong,GEX,Geelong,Australia,AU
GEY,South Big Horn County,GEY,Greybull,United States,US
GFA,Malmstrom AFB,GFA,Great Falls,United States,US
GFB,Togiak Fish,GFB,Togiak Fish,United States,US
GFD,Pope Field,GFD,Greenfield,United States,US
GFE,Grenfell,GFE,Grenfell,Australia,AU
GFF,Griffith,GFF,Griffith,Australia,AU
GFK,Grand Forks,GFK,Grand Forks,United States,US
GFL,Warren County,GFL,Glens Falls,United States,US
GFN,Grafton,GFN,Grafton,Australia,AU
GFO,Bartica,GFO,Bartica,Guyana,GY
GFR,Granville,GFR,Granville,France,FR
GFY,Grootfontein,GFY,Grootfontein,Namibia,NA
GGC,Lumbala,GGC,Lumbala,Angola,AO
GGD,Gregory Downs,GGD,Gregory Downs,Australia,AU
GGE,Georgetown,GGE,Georgetown,United States,US
GGG,Kilgore,GGG,Kilgore,United States,US
GGL,Gilgal,GGL,Gilgal,Colombia,CO
GGN,Gagnoa,GGN,Gagnoa,Cote D'Ivoire,CI
GGO,Guiglo,GGO,Guiglo,Cote D'Ivoire,CI
GGR,Garoe,GGR,Garoe,Somalia,SO
GGS,Gobernador Gregores,GGS,Gobernador Gregores,Argentina,AR
GGT,Exuma Intl.,GGT,George Town,Bahamas,BS
GGW,Intl.,GGW,Glasgow,United States,US
GGZ,Graz Hauptbahnhof,GRZ,GRAZ,AUSTRIA,AT
GHA,Noumerate,GHA,Ghardaia,Algeria,DZ
GHB,Governors Harbour,GHB,Governors Harbour,Bahamas,BS
GHC,Great Harbour,GHC,Great Harbour,Bahamas,BS
GHD,Ghimbi,GHD,Ghimbi,Ethiopia,ET
GHE,Garachine,GHE,Garachine,Panama,PA
GHF,Giebelstadt,GHF,Giebelstadt,Germany,DE
GHK,Gush Katif,GHK,Gush Katif,Israel,IL
GHM,Municipal,GHM,Centerville,United States,US
GHN,Guanghan,GHN,Guanghan,China,CN
GHT,Ghat,GHT,Ghat,Libya,LY
GHU,Gualeguaychu,GHU,Gualeguaychu,Argentina,AR
GIB,North Front,GIB,Gibraltar,Gibraltar,GI
GIC,Boigu Island,GIC,Boigu Island,Australia,AU
GID,Gitega,GID,Gitega,Burundi,BI
GIF,Gilbert Field,GIF,Winter Haven,United States,US
GIG,Galeao Antonio Carlos Jobim Intl. Airpt.,RIO,Rio De Janeiro,Brazil,BR
GII,Siguiri,GII,Siguiri,Guinea,GN
GIL,Gilgit,GIL,Gilgit,Pakistan,PK
GIM,Miele Mimbale,GIM,Miele Mimbale,Gabon,GA
GIR,Girardot,GIR,Girardot,Colombia,CO
GIS,Gisborne,GIS,Gisborne,New Zealand,NZ
GIT,Geita,GIT,Geita,Tanzania,TZ
GIU,Sigiriya Slaf Base,GIU,Sigiriya,Sri Lanka,LK
GIZ,Jazan,GIZ,Jazan,Saudi Arabia,SA
GJA,Guanaja,GJA,Guanaja,Honduras,HN
GJL,Jijel,GJL,Jijel,Algeria,DZ
GJM,Guajara-Mirim,GJM,Guajara-Mirim,Brazil,BR
GJR,Gjogur,GJR,Gjogur,Iceland,IS
GJT,Walker Field,GJT,Grand Junction,United States,US
GKA,Goroka,GKA,Goroka,Papua New Guinea,PG
GKE,Geilenkirchen,GKE,Geilenkirchen,Germany,DE
GKH,Gorkha,GKH,Gorkha,Nepal,NP
GKK,KOODDOO,GKK,KOODDOO,MALDIVIES,MV
GKL,Great Keppel Island,GKL,Great Keppel Island,Australia,AU
GKN,Gulkana,GKN,Gulkana,United States,US
GKO,Kongoboumba,GKO,Kongoboumba,Gabon,GA
GKT,Gatlinburg,GKT,Gatlinburg,United States,US
GLA,Glasgow Intl.,GLA,Glasgow,United Kingdom,GB
GLA,All Airports,GLA,Glasgow,United Kingdom,GB
GLC,Geladi,GLC,Geladi,Ethiopia,ET
GLD,Renner Field,GLD,Goodland,United States,US
GLE,Municipal,GLE,Gainesville,United States,US
GLF,Golfito,GLF,Golfito,Costa Rica,CR
GLG,Glengyle,GLG,Glengyle,Australia,AU
GLH,Greenville,GLH,Greenville,United States,US
GLI,Glen Innes,GLI,Glen Innes,Australia,AU
GLK,Galcaio,GLK,Galcaio,Somalia,SO
GLL,Klanten Arpt,GLL,Gol,Norway,NO
GLM,Glenormiston,GLM,Glenormiston,Australia,AU
GLN,Goulimime,GLN,Goulimime,Morocco,MA
GLO,Gloucestershire,GLO,Gloucester,United Kingdom,GB
GLP,Gulgubip,GLP,Gulgubip,Papua New Guinea,PG
GLQ,Glennallen,GLQ,Glennallen,United States,US
GLR,Otsego County,GLR,Gaylord,United States,US
GLS,Scholes Field,GLS,Galveston,United States,US
GLT,Gladstone,GLT,Gladstone,Australia,AU
GLV,Golovin,GLV,Golovin,United States,US
GLW,Municipal,GLW,Glasgow,United States,US
GLX,Galela,GLX,Galela,Indonesia,ID
GLY,Goldsworthy,GLY,Goldsworthy,Australia,AU
GLZ,Gilze-Rijen,GLZ,Breda,Netherlands,NL
GMA,Gemena,GMA,Gemena,Zaire,ZR
GMB,Gambela,GMB,Gambela,Ethiopia,ET
GMC,Guerima,GMC,Guerima,Colombia,CO
GME,Gomel,GME,Gomel,Belarus,BY
GMI,Gasmata Island,GMI,Gasmata Island,Papua New Guinea,PG
GMM,Gamboma,GMM,Gamboma,Congo,CG
GMN,Greymouth,GMN,Greymouth,New Zealand,NZ
GMO,Gombe ,GMO,Gombe ,Nigeria,
GMP,Gimpo Intl.,SEL,Seoul,Korea,KR
GMR,Gambier Is,GMR,Gambier Is,French Polynesia,PF
GMS,Guimaraes,GMS,Guimaraes,Brazil,BR
GMT,Granite Mountain,GMT,Granite Mountain,United States,US
GMU,Greenville Downtown,GMU,Greenville,United States,US
GMV,Monument Valley,GMV,Monument Valley Gldngs,United States,US
GMY,Rheindahlen,GMY,Rheindahlen,Germany,DE
GMZ,La Gomera,GMZ,San Sebas De La Gomera,Spain,ES
GNA,Grodna,GNA,Grodna,Belarus,BY
GNB,Grenoble-isere Arpt.,GNB,Grenoble,France,FR
GND,Point Salines Intl.,GND,St. Georges,Grenada,GD
GNE,Ghent,GNE,Ghent,Belgium,BE
GNG,Gooding,GNG,Gooding,United States,US
GNI,Green Island,GNI,Green Island,Taiwan,TW
GNM,Guanambi,GNM,Guanambi,Brazil,BR
GNN,Ghinnir,GNN,Ghinnir,Ethiopia,ET
GNR,General Roca,GNR,General Roca,Argentina,AR
GNS,Binaka,GNS,Gunungsitoli,Indonesia,ID
GNT,Milan,GNT,Grants,United States,US
GNU,Goodnews Bay,GNU,Goodnews Bay,United States,US
GNV,Gainesville Regional,GNV,Gainesville,United States,US
GNY,Sanliurfa,SFQ,SANLIURFA,Turkey,TR
GNY,Şanlıurfa GAP Airport,GNY,Sanlıurfa,TURKEY,TR
GNZ,Ghanzi,GNZ,Ghanzi,Botswana,BW
GOA,Cristoforo Colombo,GOA,Genova,Italy,IT
GOB,Goba,GOB,Goba,Ethiopia,ET
GOC,Gora,GOC,Gora,Papua New Guinea,PG
GOE,Gonalia,GOE,Gonalia,Papua New Guinea,PG
GOF,Goodfellow AFB,GOF,San Angelo,United States,US
GOG,Gobabis,GOG,Gobabis,Namibia,NA
GOH,Nuuk,GOH,Nuuk,Greenland,GL
GOI,Dabolim,GOI,Goa,India,IN
GOJ,Nizhniy Novgorod,GOJ,Nizhniy Novgorod,Russian Federation,RU
GOK,Guthrie,GOK,Guthrie,United States,US
GOL,State,GOL,Gold Beach,United States,US
GOM,Goma,GOM,Goma,Democratic Republic Of Congo,CD
GON,New London,GON,New London,United States,US
GOO,Goondiwindi,GOO,Goondiwindi,Australia,AU
GOP,Gorakhpur,GOP,Gorakhpur,India,IN
GOQ,Golmud,GOQ,Golmud,China,CN
GOR,Gore,GOR,Gore,Ethiopia,ET
GOS,Gosford,GOS,Gosford,Australia,AU
GOT,Landvetter,GOT,Gothenburg,Sweden,SE
GOU,Garoua,GOU,Garoua,Cameroon,CM
GOV,Nhulunbuy,GOV,Gove,Australia,AU
GOY,Amparai,GOY,Gal Oya,Sri Lanka,LK
GOZ,Gorna Oriahovitsa,GOZ,Gorna Oriahovitsa,Bulgaria,BG
GPA,Araxos Arpt.,GPA,Patras,Greece,GR
GPB,Tancredo Thomaz Faria,GPB,Guarapuava,Brazil,BR
GPI,Guapi,GPI,Guapi,Colombia,CO
GPL,Guapiles,GPL,Guapiles,Costa Rica,CR
GPN,Garden Point,GPN,Garden Point,Australia,AU
GPO,General Pico,GPO,General Pico,Argentina,AR
GPS,Baltra,GPS,Galapagos Is,Ecuador,EC
GPT,Gulfport-Biloxi Intl.,GPT,Gulfport,United States,US
GPZ,Grand Rapids,GPZ,Grand Rapids,United States,US
GQJ,RAF Station,GQJ,Machrihanish,United Kingdom,GB
GQQ,Galion,GQQ,Galion,United States,US
GRA,Gamarra,GRA,Gamarra,Colombia,CO
GRB,Austin-straubel Field,GRB,Green Bay,United States,US
GRC,Grand Cess,GRC,Grand Cess,Liberia,LR
GRD,Greenwood,GRD,Greenwood,United States,US
GRE,Municipal,GRE,Greenville,United States,US
GRF,Gray Aaf,GRF,Tacoma,United States,US
GRG,Gardez,GRG,Gardez,Afghanistan,AF
GRH,Garuahi,GRH,Garuahi,Papua New Guinea,PG
GRI,Grand Island,GRI,"Grand Island, NE",United States,US
GRJ,George,GRJ,George,South Africa,ZA
GRK,Gray Aaf,GRK,"Fort Hood, TX",United States,US
GRL,Garasa,GRL,Garasa,Papua New Guinea,PG
GRM,Devils Track,GRM,Grand Marais,United States,US
GRN,Gordon,GRN,Gordon,United States,US
GRO,Girona-Costa Brava,GRO,Gerona,Spain,ES
GRP,Gurupi,GRP,Gurupi,Brazil,BR
GRQ,Eelde,GRQ,Groningen,Netherlands,NL
GRR,Kent County Intl,GRR,Grand Rapids,United States,US
GRS,Baccarini,GRS,Grosseto,Italy,IT
GRT,Gujrat,GRT,Gujrat,Pakistan,PK
GRU,Aeroporto Internacional Guarulhos,SAO,Sao Paulo,Brazil,BR
GRV,Groznyj,GRV,Groznyj,Russian Federation,RU
GRW,Graciosa Island,GRW,Graciosa Island,Portugal,PT
GRX,Granada,GRX,Granada,Spain,ES
GRY,Grimsey,GRY,Grimsey,Iceland,IS
GRZ,Thalerhof,GRZ,Graz,Austria,AT
GSA,Long Pasia,GSA,Long Pasia,Malaysia,MY
GSC,Gascoyne Junction,GSC,Gascoyne Junction,Australia,AU
GSE,Gothenburg City Arpt.,GOT,Gothenburg,Sweden,SE
GSH,Goshen,GSH,Goshen,United States,US
GSI,Guadalcanal,GSI,Guadalcanal,Solomon Islands,SB
GSJ,San José,GSJ,Puerto San José,GUATEMALA,GT
GSN,Mount Gunson,GSN,Mount Gunson,Australia,AU
GSO,Piedmont Triad Intl,GSO,"Greensboro, NC",United States,US
GSP,Greenville Spartanbur Int'l Arpt.,GSP,Greenville,United States,US
GSQ,Shark Elowainat,GSQ,Shark Elowainat,Egypt,EG
GSR,Gardo,GSR,Gardo,Somalia,SO
GSS,Sabi Sabi,GSS,Sabi Sabi,South Africa,ZA
GST,Gustavus Arpt,GST,Gustavus,United States,US
GSU,Gedaref,GSU,Gedaref,Sudan,SD
GSV,Gagarin International Airport,RTW,Saratov,RUSSIA,RU
GSY,Binbrook,GSY,Grimsby,United Kingdom,GB
GTA,Gatokae Aerodrom,GTA,Gatokae,Solomon Islands,SB
GTB,Genting,GTB,Genting,Malaysia,MY
GTC,Green Turtle,GTC,Green Turtle,Bahamas,BS
GTE,Alyangula,GTE,Groote Eylandt,Australia,AU
GTF,Intl.,GTF,Great Falls,United States,US
GTG,Municipal,GTG,Grantsburg,United States,US
GTI,Guettin,GTI,Guettin,Germany,DE
GTK,Sungei Tekai,GTK,Sungei Tekai,Malaysia,MY
GTN,Glentanner,GTN,Mount Cook,New Zealand,NZ
GTO,Tolotio,GTO,Gorontalo,Indonesia,ID
GTR,Golden Triangle Reg.,GTR,Columbus,United States,US
GTS,Granites,GTS,Granites,Australia,AU
GTT,Georgetown,GTT,Georgetown,Australia,AU
GTW,Holesov,GTW,Zlin,Czech Republic,CZ
GTY,Gettysburg,GTY,Gettysburg,United States,US
GUA,La Aurora,GUA,Guatemala City,Guatemala,GT
GUB,Guerrero Negro,GUB,Guerrero Negro,Mexico,MX
GUC,Gunnison,GUC,Gunnison,United States,US
GUD,Goundam,GUD,Goundam,Mali,ML
GUE,Guriaso,GUE,Guriaso,Papua New Guinea,PG
GUF,Edwards,GUF,Gulf Shores,United States,US
GUG,Guari,GUG,Guari,Papua New Guinea,PG
GUH,Gunnedah,GUH,Gunnedah,Australia,AU
GUI,Guiria,GUI,Guiria,Venezuela,VE
GUJ,Guaratingueta,GUJ,Guaratingueta,Brazil,BR
GUL,Goulburn,GUL,Goulburn,Australia,AU
GUM,Guam Intl.,GUM,Agana,Guam,GU
GUN,Gunter AFB,GUN,Montgomery,United States,US
GUO,Gualaco,GUO,Gualaco,Honduras,HN
GUP,Senator Clark,GUP,Gallup,United States,US
GUQ,Guanare,GUQ,Guanare,Venezuela,VE
GUR,Gurney,GUR,Alotau,Papua New Guinea,PG
GUS,Grissom Afb,GUS,"Peru, Indiana",United States,US
GUT,Guetersloh,GUT,Guetersloh,Germany,DE
GUU,Grundarfjordur,GUU,Grundarfjordur,Iceland,IS
GUV,Mougulu,GUV,Mougulu,Papua New Guinea,PG
GUW,Atyrau Intl.,GUW,Atyrau,Kazakhstan,KZ
GUX,Guna,GUX,Guna,India,IN
GUY,Guymon,GUY,Guymon,United States,US
GUZ,Guarapari,GUZ,Guarapari,Brazil,BR
GVA,Geneve-cointrin,GVA,Geneva,Switzerland,CH
GVE,Municipal,GVE,Gordonsville,United States,US
GVI,Green River,GVI,Green River,Papua New Guinea,PG
GVL,Lee Gilmer Memorial,GVL,Gainesville,United States,US
GVP,Greenvale,GVP,Greenvale,Australia,AU
GVR,Governador Valadares,GVR,Governador Valadares,Brazil,BR
GVT,Majors Field,GVT,Greenville,United States,US
GVW,Richards-Gebaur,GVW,Grandview,United States,US
GVX,Sandviken,GVX,Gavle,Sweden,SE
GWA,Gwa,GWA,Gwa,Myanmar,MM
GWD,Gwadar,GWD,Gwadar,Pakistan,PK
GWE,Gweru,GWE,Gweru,Zimbabwe,ZW
GWL,Gwalior,GWL,Gwalior,India,IN
GWN,Gnarowein,GWN,Gnarowein,Papua New Guinea,PG
GWO,Leflore,GWO,Greenwood,United States,US
GWS,Glenwood Springs,GWS,Glenwood Springs,United States,US
GWT,Westerland - Sylt,GWT,Westerland,Germany,DE
GWV,Glendale,GWV,Glendale,United States,US
GWW,Raf Gatow,GWW,Berlin,Germany,DE
GWY,Carnmore,GWY,Galway,Ireland,IE
GXF,Seiyun,GXF,Seiyun,Yemen,YE
GXG,Negage,GXG,Negage,Angola,AO
GXH,NAF,GXH,Mildenhall,United Kingdom,GB
GXQ,Ten. Vidal,GXQ,Coyhaique,Chile,CL
GXX,Yagoua,GXX,Yagoua,Cameroon,CM
GXY,Weld County,GXY,Greeley,United States,US
GYA,Guayaramerin,GYA,Guayaramerin,Bolivia,BO
GYD,Heydar Aliyev Intl.,BAK,Baku,Azerbaijan,AZ
GYE,Simon Bolivar,GYE,Guayaquil,Ecuador,EC
GYI,Gisenyi,GYI,Gisenyi,Rwanda,RW
GYL,Argyle,GYL,Argyle,Australia,AU
GYM,Gen Jose M Yanez,GYM,Guaymas,Mexico,MX
GYN,Santa Genoveva,GYN,Goiania,Brazil,BR
GYP,Gympie,GYP,Gympie,Australia,AU
GYR,Litchfield,GYR,Goodyear,United States,US
GYS,Guang Yuan,GYS,Guang Yuan,China,CN
GYY,Gary/Chicago Intl.,GYY,"Gary, IN",United States,US
GZA,Gaza - Yaser Arafat Intl. Arpt.,GZA,Rafah,Palestine,PS
GZI,Ghazni,GZI,Ghazni,Afghanistan,AF
GZM,Gozo Heliport,GZM,Gozo,Malta,MT
GZO,Gizo,GZO,Gizo,Solomon Islands,SB
GZP,Gazipasa Airport,GZP,Gazipasa,Turkey,TR
GZT,Gaziantep,GZT,Gaziantep,Turkey,TR
GZW,Ghazvin,GZW,Ghazvin,Iran,IR
HAA,Hasvik,HAA,Hasvik,Norway,NO
HAB,Marion County,HAB,Hamilton,United States,US
HAC,Hachijo Jima,HAC,Hachijo Jima,Japan,JP
HAD,Halmstad,HAD,Halmstad,Sweden,SE
HAE,Havasupai,HAE,Havasupai,United States,US
HAF,Half Moon,HAF,Half Moon,United States,US
HAH,Prince Said Ibrahim In,HAH,Moroni,Comoros,KM
HAI,Dr Haines,HAI,Three Rivers,United States,US
HAJ,Hanover Arpt,HAJ,Hanover,Germany,DE
HAK,Haikou,HAK,Haikou,China,CN
HAL,Halali,HAL,Halali,Namibia,NA
HAM,Hamburg Arpt.,HAM,Hamburg,Germany,DE
HAN,Noibai Intl.,HAN,Hanoi,Viet Nam,VN
HAO,Hamilton,HAO,Hamilton,United States,US
HAP,Long Island,HAP,Long Island,Australia,AU
HAQ,Hanimaadhoo,HAQ,Hanimaadhoo,Maldives,MV
HAR,Capital City,HAR,Harrisburg,United States,US
HAS,Hail,HAS,Hail,Saudi Arabia,SA
HAT,Heathlands,HAT,Heathlands,Australia,AU
HAU,Haugesund,HAU,Haugesund,Norway,NO
HAV,Jose Marti Intl,HAV,Havana,Cuba,CU
HAW,Haverfordwest,HAW,Haverfordwest,United Kingdom,GB
HAX,Hatbox Field,HAX,Muskogee,United States,US
HAY,Haycock,HAY,Haycock,United States,US
HAZ,Hatzfeldthaven,HAZ,Hatzfeldthaven,Papua New Guinea,PG
HBA,Hobart,HBA,Hobart,Australia,AU
HBB,Industrial Airpark,HBB,Hobbs,United States,US
HBD,Habi,HBD,Habi,Papua New Guinea,PG
HBE,Amiryah West,ALY,Alexandria,Egypt,EG
HBG,The Hattiesburg-Bobby L. Chain Mun.,HBG,Hattiesburg,United States,US
HBH,Hobart Bay,HBH,Hobart Bay,United States,US
HBI,Harbour Island,HBI,Harbour Island,Bahamas,BS
HBL,Babelegi Heliport,HBL,Babelegi,South Africa,ZA
HBN,Flamingo,HBN,Phu-bon,Viet Nam,VN
HBO,Municipal,HBO,Humboldt,United States,US
HBR,Hobart,HBR,"Hobart, OK",United States,US
HBT,Hafr Albatin,HBT,Hafr Albatin,Saudi Arabia,SA
HBX,Hubli,HBX,Hubli,India,IN
HBY,Homa Bay Airport,HBY,Homa Bay,KENYA,KE
HCA,Howard County,HCA,Big Spring,United States,US
HCB,Shoal Cove,HCB,Shoal Cove,United States,US
HCC,Columbia County Airport,POU,Hudson,UNITED STATES,US
HCJ,Hechi Jinchengjiang Airport ,HCJ,Hechi Jinchengjiang ,China,CN
HCM,Eil,HCM,Eil,Somalia,SO
HCN,Hengchun,HCN,Hengchun,Taiwan,TW
HCQ,Halls Creek,HCQ,Halls Creek,Australia,AU
HCR,Holy Cross,HCR,Holy Cross,United States,US
HCS,Randburg Heliport,HCS,Johannesburg,South Africa,ZA
HCW,Cheraw,HCW,Cheraw,United States,US
HDA,Hidden Falls,HDA,Hidden Falls,United States,US
HDB,Heidelberg,HDB,Heidelberg,Germany,DE
HDD,Hyderabad,HDD,Hyderabad,Pakistan,PK
HDE,Brewster Field,HDE,Holdrege,United States,US
HDF,Heringsdorf,HDF,Heringsdorf,Germany,DE
HDG,Handan,HDG,Handan,China,CN
HDH,Dillingham Airfield,HDH,Oahu,United States,US
HDM,Hamadan,HDM,Hamadan,Iran,IR
HDN,Yampa Valley,HDN,Hayden,United States,US
HDR,Havadarya,HDR,Havadarya,Iran,IR
HDS,Hoedspruit Arpt.,HDS,Hoedspruit,South Africa,ZA
HDY,Hat Yai,HDY,Hat Yai,Thailand,TH
HEA,Herat,HEA,Herat,Afghanistan,AF
HEB,Henzada,HEB,Henzada,Myanmar,MM
HED,Herendeen,HED,Herendeen,United States,US
HEE,Thompson-Robbins,HEE,Helena,United States,US
HEH,Heho,HEH,Heho,Myanmar,MM
HEI,Heide-Buesum,HEI,Heide-Buesum,Germany,DE
HEK,Heihe,HEK,Heihe,China,CN
HEL,Helsinki-vantaa,HEL,Vantaa,Finland,FI
HEM,Helsinki-malmi,HEM,Helsinki,Finland,FI
HEN,Hendon,HEN,Hendon,United Kingdom,GB
HEO,Haelogo,HEO,Haelogo,Papua New Guinea,PG
HER,Nikos Kazantzakis Arpt.,HER,Heraklion,Greece,GR
HES,State,HES,Hermiston,United States,US
HET,Hohhot,HET,Hohhot,China,CN
HEV,Huelva,HEV,Huelva,Spain,ES
HEW,Hellinikon,HEW,Athens,Greece,GR
HEX,Santo Domingo Herrera,HEX,Santo Domingo,Dominican Republic,DO
HEY,Hanchey Army Heliport,HEY,Ozark,United States,US
HEZ,Hardy-Anders,HEZ,Natchez,United States,US
HFA,Haifa,HFA,Haifa,Israel,IL
HFD,Brainard,HFD,Hartford,United States,US
HFE,Hefei ,HFE,Luogang,China,CN
HFF,Mackall AAF,HFF,Hoffman,United States,US
HFN,Hornafjordur,HFN,Hornafjordur,Iceland,IS
HFS,Hagfors,HFS,Hagfors,Sweden,SE
HFT,Hammerfest,HFT,Hammerfest,Norway,NO
HGA,Hargeisa,HGA,Hargeisa,Somalia,SO
HGD,Hughenden,HGD,Hughenden,Australia,AU
HGH,Hangzhou,HGH,Hangzhou,China,CN
HGI,Higlieg,HGI,Higlieg,Sudan,SD
HGL,Helgoland,HGL,Helgoland,Germany,DE
HGN,Mae Hong Son,HGN,Mae Hong Son,Thailand,TH
HGO,Korhogo,HGO,Korhogo,Cote D'Ivoire,CI
HGR,Wash. County Regional,HGR,Hagerstown,United States,US
HGS,Hastings,HGS,Freetown,Sierra Leone,SL
HGT,Hunter AAF,HGT,Jolon,United States,US
HGU,Kagamuga,HGU,Mount Hagen,Papua New Guinea,PG
HGZ,Hogatza,HGZ,Hogatza,United States,US
HHA,Huanghua Intl.,HHA,Changsha,China,CN
HHE,Hachinohe,HHE,Hachinohe,Japan,JP
HHH,Hilton Head,HHH,Hilton Head,United States,US
HHI,Wheeler AFB,HHI,Wahiawa,United States,US
HHN,Frankfurt-Hahn,FRA,Hahn,Germany,DE
HHP,H K Heliport,HHP,Hong Kong,Hong Kong,HK
HHQ,Hua Hin Arpt.,HHQ,Hua Hin,Thailand,TH
HHR,Hawthorne,HHR,Hawthorne,United States,US
HHZ,Hikueru,HHZ,Hikueru,French Polynesia,PF
HIB,Chisholm,HIB,Chisholm,United States,US
HIC,Iscor Heliport,HIC,Pretoria,South Africa,ZA
HID,Horn Island,HID,Horn Island,Australia,AU
HIE,Regional,HIE,Whitefield,United States,US
HIF,Hill Afb,HIF,Ogden,United States,US
HIG,Highbury,HIG,Highbury,Australia,AU
HIH,Hook Island,HIH,Hook Island,Australia,AU
HII,Municipal,HII,Lake Havasu City,United States,US
HIJ,Intl.,HIJ,Hiroshima,Japan,JP
HIK,Hickam AFB,HIK,Honolulu,United States,US
HIM,Hingurakgoda,HIM,Hingurakgoda,Sri Lanka,LK
HIN,Sacheon,HIN,Jinju,Korea,KR
HIO,Portland,HIO,Hillsboro,United States,US
HIP,Headingly,HIP,Headingly,Australia,AU
HIR,Henderson Intl,HIR,Honiara,Solomon Islands,SB
HIS,Hayman Island,HIS,Hayman Island,Australia,AU
HIT,Hivaro,HIT,Hivaro,Papua New Guinea,PG
HIW,Hiroshima West,HIW,Hiroshima,Japan,JP
HIX,Hiva Oa,HIX,Hiva Oa,French Polynesia,PF
